"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Guinea Ecuatorial","GNQ","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.354636","","1.87919","","2.32","","","","","","",
"Grecia","GRC","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.36","","","2.96","","2.83","","3.201602","","3.239516","","3.2","","","","3.7","","",
"Granada","GRD","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","","",
"Groenlandia","GRL","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.53","","","2.63","","2.8","","2.797453","","2.476327","","2.41","","","","2.6","","",
"Guam","GUM","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.05","","","2.27","","2.33","","2.459132","","2.667018","","2.36","","","","2.4","","",
"Ingreso alto","HIC","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.38607843137255","","","3.41888888888889","","3.41471698113207","","3.47538538888889","","3.506640375","","3.42589285714286","","","","3.525","","",
"Hong Kong, Región Administrativa Especial","HKG","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","3.88","","4.12","","3.826763","","4.069103","","3.92","","","","4","","",
"Honduras","HND","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","","","2.78","","2.53","","2.607427","","2.462812","","2.6","","","","2.9","","",
"Países pobres muy endeudados (PPME)","HPC","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.28138888888889","","","2.40470588235294","","2.388125","","2.41567837837838","","2.40625119444444","","2.41542857142857","","","","2.42916666666667","","",
"Croacia","HRV","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.71","","","2.77","","3.16","","3.052949","","3.160829","","3.1","","","","3.3","","",
"Haití","HTI","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.21","","","2.59","","2.03","","2.269601","","1.716096","","2.11","","","","2.1","","",
"Hungría","HUN","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.15","","","2.99","","3.17","","3.464438","","3.428968","","3.42","","","","3.2","","",
"Sólo BIRF","IBD","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.61924528301887","","","2.76368421052632","","2.81431034482759","","2.83754173684211","","2.75520366101695","","2.77155172413793","","","","2.86111111111111","","",
"BIRF y la AIF","IBT","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.43559633027523","","","2.60081818181818","","2.622","","2.63636264347826","","2.58694207017544","","2.60491228070175","","","","2.69255319148936","","",
"total de la AIF","IDA","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.26178571428571","","","2.42566037735849","","2.4075","","2.43865215517241","","2.40644327272727","","2.43232142857143","","","","2.465","","",
"mezcla de la AIF","IDB","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.32555555555555","","","2.52333333333333","","2.486","","2.529118","","2.5327187","","2.515","","","","2.4875","","",
"Indonesia","IDN","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.01","","","2.76","","2.94","","3.081806","","2.984537","","3.15","","","","3","","",
"Sólo AIF","IDX","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.24957446808511","","","2.40568181818182","","2.38880952380952","","2.41980510416667","","2.37838206666667","","2.41434782608696","","","","2.459375","","",
"Isla de Man","IMN","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.07","","","3.12","","3.08","","3.080137","","3.420043","","3.18","","","","3.4","","",
"No clasificado","INX","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Irlanda","IRL","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.91","","","3.89","","3.52","","3.868014","","3.794886","","3.51","","","","3.6","","",
"Irán, República Islámica del","IRN","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.51","","","2.57","","2.49","","","","2.601254","","2.85","","","","2.3","","",
"Iraq","IRQ","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.11","","2.16","","2.29784","","2.149902","","2.18","","","","2.4","","",
"Islandia","ISL","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2","","3.39","","3.391863","","3.345605","","3.23","","","","3.6","","",
"Israel","ISR","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.21","","","3.41","","","","3.260446","","3.66033","","3.31","","","","3.6","","",
"Italia","ITA","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.58","","","3.64","","3.67","","3.691076","","3.755414","","3.74","","","","3.7","","",
"Jamaica","JAM","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.25","","","2.53","","2.42","","2.842494","","2.400214","","2.52","","","","2.5","","",
"Jordania","JOR","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.89","","","2.74","","2.56","","2.873924","","2.956611","","2.69","","","","","","",
"Japón","JPN","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.02","","","3.97","","3.93","","3.914618","","3.970464","","4.03","","","","3.9","","",
"Kazajstán","KAZ","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.12","","","2.83","","2.69","","2.69942","","2.751998","","2.81","","","","2.7","","",
"Kenya","KEN","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.52","","","2.59","","2.43","","2.812079","","3.331295","","2.81","","","","","","",
"Kirguistán","KGZ","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.35","","","2.62","","2.35","","2.209336","","2.15593","","2.55","","","","2.3","","",
"Camboya","KHM","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5","","","2.37","","2.56","","2.741407","","2.80059","","2.58","","","","2.4","","",
"Kiribati","KIR","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Saint Kitts y Nevis","KNA","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Corea, República de","KOR","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.52","","","3.64","","3.7","","3.666238","","3.717126","","3.61","","","","3.8","","",
"Kuwait","KWT","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.99","","","3.28","","2.83","","3.0113","","3.151619","","2.86","","","","3.2","","",
"América Latina y el Caribe (excluido altos ingresos)","LAC","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.53933333333333","","","2.72375","","2.67866666666667","","2.7300971875","","2.595515","","2.644","","","","2.65625","","",
"República Democrática Popular Lao","LAO","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.25","","","2.46","","2.5","","2.389703","","2.067254","","2.7","","","","2.4","","",
"Líbano","LBN","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.37","","","3.34","","2.58","","2.725805","","2.717255","","2.72","","","","","","",
"Liberia","LBR","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.31","","","2.38","","2.45","","2.62","","2.203914","","2.23","","","","2.4","","",
"Libia","LBY","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.33","","2.28","","2.496979","","2.264495","","2.11","","","","1.9","","",
"Santa Lucía","LCA","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"América Latina y el Caribe","LCN","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.56952380952381","","","2.74130434782609","","2.70818181818182","","2.76907182608696","","2.664341375","","2.66434782608696","","","","2.692","","",
"Países menos desarrollados: clasificación de las Naciones Unidas","LDC","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.23615384615385","","","2.37885714285714","","2.35484848484848","","2.39611481578947","","2.38803922222222","","2.38648648648649","","","","2.42083333333333","","",
"Países de ingreso bajo","LIC","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.18761904761905","","","2.3185","","2.37944444444444","","2.33442066666667","","2.37477942105263","","2.34863636363636","","","","2.37333333333333","","",
"Liechtenstein","LIE","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","","","2.29","","2.75","","2.695239","","","","2.6","","","","2.8","","",
"Países de ingreso mediano bajo","LMC","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.37977272727273","","","2.57435897435897","","2.53121951219512","","2.5607136744186","","2.50865944186046","","2.54292682926829","","","","2.63103448275862","","",
"Ingreso mediano y bajo","LMY","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4059793814433","","","2.57111111111111","","2.58939393939394","","2.596270375","","2.55153624509804","","2.56815533980583","","","","2.65","","",
"Lesotho","LSO","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3","","","","","2.24","","2.372849","","2.025983","","2.28","","","","","","",
"avanzada del dividendo demográfico","LTE","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.69297297297297","","","2.89585365853659","","2.88142857142857","","2.945706125","","2.90023404878049","","2.89372093023256","","","","3.01025641025641","","",
"Lituania","LTU","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.78","","","3.13","","2.95","","3.178416","","3.631688","","3.02","","","","3.4","","",
"Luxemburgo","LUX","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.54","","","3.98","","3.82","","3.946726","","4.219409","","3.63","","","","3.6","","",
"Letonia","LVA","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.02","","","3.25","","2.78","","3.402789","","3.327107","","2.81","","","","3.5","","",
"Región Administrativa Especial de Macao, China","MAC","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isla de San Martín (parte francesa)","MAF","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Marruecos","MAR","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.38","","","","","3.03","","","","2.665994","","2.54","","","","","","",
"Mónaco","MCO","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"República de Moldova","MDA","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.31","","","2.57","","2.33","","2.653311","","2.614269","","2.46","","","","2.5","","",
"Madagascar","MDG","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.24","","","2.66","","2.72","","2.382349","","2.154639","","2.39","","","","2.3","","",
"Maldivas","MDV","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","","2.55","","2.747544","","2.513077","","2.67","","","","","","",
"Oriente Medio, Norte de África, Afganistán y Pakistán","MEA","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.60473684210526","","","2.8047619047619","","2.77571428571429","","2.77704995","","2.85329133333333","","2.72954545454545","","","","2.88823529411765","","",
"México","MEX","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.87","","","3.05","","3.06","","3.128319","","3.114031","","3.05","","","","2.9","","",
"Islas Marshall","MHL","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
" Ingreso mediano","MIC","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.46631578947368","","","2.63506329113924","","2.63604938271605","","2.6625215060241","","2.59199865060241","","2.62777777777778","","","","2.71194029850746","","",
"Macedonia del Norte","MKD","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.43","","","2.77","","2.56","","2.499137","","2.510262","","2.7","","","","3.1","","",
"Malí","MLI","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.29","","","2.27","","","","2.495227","","2.503073","","2.59","","","","2.6","","",
"Malta","MLT","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.82","","3.16","","3.106275","","3.069256","","2.81","","","","3.3","","",
"Myanmar","MMR","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.86","","","2.33","","2.37","","2.249909","","2.458571","","2.3","","","","","","",
"Oriente Medio y Norte de África (excluido altos ingresos)","MNA","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.29083333333333","","","2.56769230769231","","2.57714285714286","","2.49005366666667","","2.52247761538462","","2.46428571428571","","","","2.36666666666667","","",
"Montenegro","MNE","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.43","","2.45","","2.87552","","2.380016","","2.75","","","","2.8","","",
"Mongolia","MNG","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.08","","","2.25","","2.25","","2.355608","","2.506056","","2.37","","","","2.5","","",
"Mariana","MNP","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.29","","","2.29","","","","2.228925","","2.684105","","","","","","","","",
"Mauritania","MRT","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.63","","","","","2.4","","2.228909","","1.866001","","2.33","","","","2.3","","",
"Mauricio","MUS","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.13","","","2.72","","2.82","","2.514919","","","","2.73","","","","2.5","","",
"Malawi","MWI","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.42","","","","","2.81","","2.813029","","","","2.59","","","","","","",
"Malasia","MYS","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.48","","","3.44","","3.49","","3.590425","","3.426307","","3.22","","","","3.6","","",
"América del Norte","NAC","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.88","","","3.865","","3.89","","3.8866615","","3.9614395","","3.81","","","","3.9","","",
"Namibia","NAM","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.16","","","2.02","","2.65","","2.657883","","2.744745","","","","","","2.9","","",
"Nueva Caledonia","NCL","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Níger","NER","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.97","","","2.54","","2.69","","2.393399","","2.561951","","2.07","","","","","","",
"Nigeria","NGA","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4","","","2.59","","2.45","","2.808778","","2.62809","","2.53","","","","2.6","","",
"Nicaragua","NIC","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.21","","","2.54","","","","2.653283","","2.531062","","","","","","2.5","","",
