"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Países Bajos","NLD","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.18","","","4.07","","4.02","","4.047782","","4.18753","","4.02","","","","4.1","","",
"Noruega","NOR","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.81","","","3.93","","3.68","","3.958243","","3.732163","","3.7","","","","3.7","","",
"Nepal","NPL","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.14","","","2.2","","2.04","","2.587906","","2.376783","","2.51","","","","","","",
"Nauru","NRU","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nueva Zelandia","NZL","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.75","","","3.65","","3.42","","3.643892","","3.388","","3.88","","","","3.6","","",
"Miembros OCDE","OED","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.49621621621622","","","3.55","","3.51540540540541","","3.59425986842105","","3.64776884210526","","3.58105263157895","","","","3.63421052631579","","",
"Omán","OMN","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.92","","","2.84","","2.89","","2.995026","","3.234308","","3.2","","","","3.3","","",
"Otros Estados pequeos","OSS","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.39375","","","2.708","","2.67363636363636","","2.77805881818182","","2.73543136363636","","2.78083333333333","","","","3.025","","",
"Pakistán","PAK","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.62","","","2.53","","2.83","","2.825426","","2.923219","","2.42","","","","","","",
"Panamá","PAN","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.89","","","3.02","","2.93","","3.193734","","3.337843","","3.28","","","","3.1","","",
"Perú","PER","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.77","","","2.8","","2.94","","2.840685","","2.893389","","2.69","","","","3","","",
"Filipinas","PHL","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.69","","","3.14","","3.02","","3.003844","","2.856259","","2.9","","","","3.3","","",
"Palau","PLW","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua Nueva Guinea","PNG","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.38","","","2.41","","2.38","","2.430098","","2.510624","","2.17","","","","2.7","","",
"Polonia","POL","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.04","","","3.44","","3.43","","3.493829","","3.425877","","3.54","","","","3.6","","",
"previa al dividendo demográfico","PRE","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.28516129032258","","","2.38966666666667","","2.38357142857143","","2.39432245454545","","2.40239665625","","2.38818181818182","","","","2.39","","",
"Puerto Rico (US)","PRI","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Corea, República Popular Democrática de","PRK","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.38","","","3.34","","3.5","","3.560284","","3.409367","","3.64","","","","3.4","","",
"Paraguay","PRY","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.57","","","2.75","","2.48","","2.779734","","2.561337","","2.78","","","","2.7","","",
"Ribera Occidental y Gaza","PSE","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Estados pequeos de las Islas del Pacfico","PSS","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.08","","","2.275","","2.415","","2.5662655","","2.3667535","","2.46","","","","2.55","","",
"posterior al dividendo demográfico","PST","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.55454545454545","","","3.52823529411765","","3.54657142857143","","3.572267","","3.61836208571429","","3.58171428571429","","","","3.60555555555556","","",
"Polinesia Francesa","PYF","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.98","","","2.95","","3.32","","3.516657","","3.599232","","3.47","","","","3.5","","",
"Rumania","ROU","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.91","","","2.84","","3","","3.261155","","2.99312","","3.12","","","","3.2","","",
"Federación de Rusia","RUS","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.37","","","2.61","","2.58","","2.694479","","2.570864","","2.76","","","","2.6","","",
"Rwanda","RWA","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.77","","","2.04","","2.27","","2.759116","","2.986229","","2.97","","","","2.8","","",
"Asia meridional","SAS","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.448","","","2.52166666666667","","2.588","","2.660716","","2.6590482","","2.61833333333333","","","","2.825","","",
"Arabia Saudita","SAU","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.02","","","3.22","","3.18","","3.148437","","3.156376","","3.01","","","","3.4","","",
"Sudán","SDN","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.71","","","2.21","","2.1","","2.160954","","2.530408","","2.43","","","","2.4","","",
"Senegal","SEN","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.37","","","2.86","","2.49","","2.62217","","2.327711","","2.25","","","","","","",
"Singapur","SGP","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.19","","","4.09","","4.13","","4.004448","","4.143632","","4","","","","4.3","","",
"Islas Salomón","SLB","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.08","","","2.31","","2.41","","2.587528","","2.417321","","2.57","","","","2.8","","",
"Sierra Leona","SLE","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.95","","","1.97","","2.08","","","","2.025402","","2.08","","","","","","",
"El Salvador","SLV","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.66","","","2.67","","2.6","","2.960467","","2.705726","","2.58","","","","2.7","","",
"San Marino","SMR","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.16","","","1.34","","","","1.773126","","1.747098","","2.21","","","","2","","",
"Serbia","SRB","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.28","","","2.69","","2.8","","2.962556","","2.762577","","2.84","","","","2.8","","",
"África al sur del Sahara (excluido altos ingresos)","SSA","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.34789473684211","","","2.42228571428571","","2.4625","","2.45797617073171","","2.47240684615385","","2.44974358974359","","","","2.53461538461538","","",
"Sudán del Sur","SSD","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"África al sur del Sahara","SSF","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3474358974359","","","2.42194444444444","","2.45648648648649","","2.46120590476191","","2.47001585","","2.44974358974359","","","","2.53461538461538","","",
"Pequeños Estados","SST","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.328","","","2.61785714285714","","2.62133333333333","","2.7374184","","2.6649140625","","2.68235294117647","","","","2.82","","",
"Santo Tomé y Príncipe","STP","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.86","","","","","2.48","","2.733896","","2.325633","","2.65","","","","","","",
"Suriname","SUR","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"República Eslovaca","SVK","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.92","","","3.24","","3.03","","3.254533","","3.336895","","3.03","","","","3.3","","",
"Eslovenia","SVN","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.14","","","2.87","","3.29","","3.383272","","3.184508","","3.31","","","","3.3","","",
"Suecia","SWE","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.08","","","4.08","","3.85","","3.961349","","4.204593","","4.05","","","","4","","",
"Eswatini","SWZ","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"República Árabe Siria","SYR","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.09","","","2.74","","2.6","","2.090922","","1.598322","","2.3","","","","2.3","","",
"Islas Turcas y Caicos","TCA","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.98","","","2.49","","2.03","","2.52968","","2.164453","","2.42","","","","","","",
"Asia oriental y el Pacífico (BIRF y la AIF)","TEA","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.58153846153846","","","2.72692307692308","","2.77230769230769","","2.85316438461538","","2.787426","","2.81538461538462","","","","2.95833333333333","","",
"Europa y Asia central (BIRF y la AIF)","TEC","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.45684210526316","","","2.70047619047619","","2.75428571428571","","2.77509652380952","","2.61614176190476","","2.7647619047619","","","","2.835","","",
"Togo","TGO","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.25","","","2.6","","2.58","","2.31846","","2.617778","","2.45","","","","2.5","","",
"Tailandia","THA","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.31","","","3.29","","3.18","","3.42958","","3.2551","","3.41","","","","3.5","","",
"Tayikistán","TJK","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.93","","","2.35","","2.28","","2.527419","","2.062743","","2.34","","","","2.5","","",
"Turkmenistán","TKM","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.49","","","","2.30495","","2.211396","","2.41","","","","","","",
"América Latina y el Caribe (BIRF y la AIF)","TLA","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.56952380952381","","","2.77285714285714","","2.7315","","2.79037866666667","","2.67489986363636","","2.69285714285714","","","","2.71304347826087","","",
"Timor-Leste","TLS","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.71","","","","","","","","","","","","","","","","","",
"Oriente Medio y Norte de África (BIRF y la AIF)","TMN","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.29083333333333","","","2.56769230769231","","2.57714285714286","","2.49005366666667","","2.52247761538462","","2.46428571428571","","","","2.36666666666667","","",
"Tonga","TON","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Asia meridional (BIRF y la AIF)","TSA","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.448","","","2.52166666666667","","2.588","","2.660716","","2.6590482","","2.61833333333333","","","","2.825","","",
"África al sur del Sahara (BIRF y la AIF)","TSS","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3474358974359","","","2.42194444444444","","2.45648648648649","","2.46120590476191","","2.47001585","","2.44974358974359","","","","2.53461538461538","","",
"Trinidad y Tobago","TTO","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.398418","","2.42","","","","2.5","","",
"Túnez","TUN","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.76","","","2.84","","3.17","","2.550996","","2.496688","","2.57","","","","","","",
"Turquía","TUR","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.15","","","3.22","","3.51","","3.500225","","3.423693","","3.15","","","","3.4","","",
"Tuvalu","TUV","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzanía","TZA","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.08","","","2.6","","2.65","","2.330834","","2.990185","","","","","","","","",
"Uganda","UGA","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.49","","","2.82","","","","","","3.043284","","2.58","","","","","","",
"Ucrania","UKR","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.55","","","2.57","","2.85","","2.976444","","2.736683","","2.83","","","","2.7","","",
"Ingreso mediano alto","UMC","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5853125","","","2.69425","","2.7435","","2.771964925","","2.6815883","","2.71475","","","","2.77368421052632","","",
"Uruguay","URY","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.51","","","2.75","","2.98","","2.678649","","2.974545","","2.69","","","","3","","",
"Estados Unidos","USA","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.84","","","3.86","","3.93","","3.917825","","3.992172","","3.89","","","","3.8","","",
"Uzbekistán","UZB","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.16","","","2.79","","2.46","","2.39477","","2.404525","","2.58","","","","2.6","","",
"San Vicente y las Granadinas","VCT","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela","VEN","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.62","","","2.68","","2.49","","2.808111","","2.39078","","2.23","","","","2.3","","",
"Islas Vírgenes Británicas","VGB","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Islas Vírgenes (EE.UU.)","VIR","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.89","","","2.96","","3","","3.154763","","2.976629","","3.27","","","","3.3","","",
"Vanuatu","VUT","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mundo","WLD","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.74013333333333","","","2.86612903225806","","2.87051948051948","","2.8942791625","","2.88372565625","","2.86625","","","","3","","",
"Samoa","WSM","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kosovo","XKX","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep. del","YEM","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.29","","","2.58","","2.89","","2.18395","","","","2.27","","","","2.2","","",
"Sudáfrica","ZAF","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.53","","","3.46","","3.67","","3.431244","","3.775321","","3.38","","","","3.7","","",
"Zambia","ZMB","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.37","","","2.28","","","","2.462674","","2.429813","","2.53","","","","","","",
"Zimbabwe","ZWE","Índice de desempeño logístico: Total (De 1= bajo a 5= alto)","LP.LPI.OVRL.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.29","","","","","2.55","","2.33928","","2.082408","","2.12","","","","2.5","","",
